name,category,cat_code,l,w,h,weight,score
Canned Food,Common,0,11,34,36,22,1.4696
Tools,Common,0,11,54,44,11,0.8976
Glass Vase,Fragile,1,39,48,24,1,0.0
Paper Ream,Common,0,24,49,31,12,1.1904
Mirror,Fragile,1,25,10,27,14,0.0
Mirror,Fragile,1,30,27,40,13,0.0
Clothes,Common,0,48,17,49,21,1.5864
Monitor,Fragile,1,27,36,15,7,0.0
TV Screen,Fragile,1,40,16,43,4,0.0
Ceramic Plates,Fragile,1,21,27,16,7,0.0
Generator,Heavy Load,2,39,26,42,32,7.3256
Gym Weights,Heavy Load,2,57,55,43,63,10.0
Laboratory Beaker,Fragile,1,41,14,19,8,0.0
Gym Weights,Heavy Load,2,11,22,23,66,9.056799999999999
Clothes,Common,0,56,21,31,13,1.2504
Safe Box,Heavy Load,2,58,32,14,70,9.942400000000001
Plastic Toys,Common,0,51,35,42,20,1.9140000000000001
Anvil,Heavy Load,2,11,37,39,50,8.1628
Wine Bottles,Fragile,1,33,55,28,3,0.0
Glass Vase,Fragile,1,53,51,33,6,0.0
Anvil,Heavy Load,2,46,47,58,36,8.024799999999999
Plastic Toys,Common,0,43,28,38,6,0.8416
Clothes,Common,0,18,59,56,29,2.1648
Tools,Common,0,25,59,48,2,0.7100000000000001
Ceramic Plates,Fragile,1,54,56,26,8,0.0
Gym Weights,Heavy Load,2,32,44,11,34,7.603199999999999
Anvil,Heavy Load,2,21,39,52,75,9.8276
Canned Food,Common,0,47,43,45,24,2.2484
Shoes,Common,0,56,36,25,21,2.0664000000000002
Canned Food,Common,0,29,12,17,18,1.2191999999999998
Monitor,Fragile,1,28,45,46,14,0.0
Car Engine,Heavy Load,2,20,33,59,76,9.824000000000002
Wine Bottles,Fragile,1,22,26,10,13,0.0
Anvil,Heavy Load,2,18,57,16,41,7.870399999999999
Safe Box,Heavy Load,2,14,23,45,65,9.0288
Clothes,Common,0,31,52,56,22,1.9647999999999999
Steel Beam,Heavy Load,2,15,18,32,76,9.668000000000001
Ceramic Plates,Fragile,1,10,21,31,10,0.0
Ceramic Plates,Fragile,1,42,15,51,4,0.0
Books,Common,0,45,14,17,3,0.43200000000000005
Tools,Common,0,22,14,34,21,1.3832
Cushions,Common,0,40,50,48,25,2.3
Generator,Heavy Load,2,19,45,43,72,9.662
Clothes,Common,0,28,32,26,2,0.47840000000000005
Glass Vase,Fragile,1,32,21,18,6,0.0
Shoes,Common,0,54,41,16,12,1.6055999999999997
Wine Bottles,Fragile,1,42,47,48,3,0.0
Wine Bottles,Fragile,1,45,57,31,6,0.0
Gym Weights,Heavy Load,2,51,18,58,41,7.8271999999999995
Safe Box,Heavy Load,2,18,23,18,51,8.2256
Gym Weights,Heavy Load,2,52,22,11,70,9.657599999999999
Gym Weights,Heavy Load,2,57,41,56,60,9.5348
Industrial Motor,Heavy Load,2,37,54,52,44,8.4392
TV Screen,Fragile,1,20,33,34,1,0.0
TV Screen,Fragile,1,19,43,18,5,0.0
Books,Common,0,28,31,19,19,1.4872
Steel Beam,Heavy Load,2,22,49,47,69,9.5712
TV Screen,Fragile,1,52,24,16,5,0.0
Anvil,Heavy Load,2,23,24,31,35,7.3208
Canned Food,Common,0,17,10,25,18,1.148
Canned Food,Common,0,31,13,50,17,1.1812
Car Engine,Heavy Load,2,50,46,21,47,8.74
Shoes,Common,0,55,28,12,28,2.2960000000000003
Steel Beam,Heavy Load,2,59,39,33,60,9.5204
Paper Ream,Common,0,36,36,11,17,1.5384
Ceramic Plates,Fragile,1,39,23,20,9,0.0
Tools,Common,0,36,34,29,2,0.6096000000000001
Wine Bottles,Fragile,1,31,18,38,3,0.0
Anvil,Heavy Load,2,23,14,46,73,9.508799999999999
Cushions,Common,0,26,49,38,19,1.6496000000000002
Ceramic Plates,Fragile,1,55,53,21,8,0.0
Wine Bottles,Fragile,1,46,18,25,8,0.0
Books,Common,0,50,54,48,8,1.56
Mirror,Fragile,1,43,12,15,7,0.0
Industrial Motor,Heavy Load,2,58,29,13,43,8.252799999999999
Cushions,Common,0,13,52,33,12,0.9904
Clothes,Common,0,40,44,41,16,1.6640000000000001
Glass Vase,Fragile,1,59,22,22,6,0.0
Generator,Heavy Load,2,36,39,50,68,9.6416
Canned Food,Common,0,55,46,43,29,2.752
Cushions,Common,0,52,39,33,21,2.0712
Ceramic Plates,Fragile,1,53,39,26,8,0.0
Tools,Common,0,42,40,30,18,1.752
Anvil,Heavy Load,2,29,43,19,39,7.838800000000001
Ceramic Plates,Fragile,1,43,13,50,13,0.0
Plastic Toys,Common,0,45,29,19,29,2.2619999999999996
Shoes,Common,0,22,25,38,20,1.42
Plastic Toys,Common,0,59,48,51,15,2.0328000000000004
Laboratory Beaker,Fragile,1,15,54,13,14,0.0
Laboratory Beaker,Fragile,1,48,32,12,5,0.0
Car Engine,Heavy Load,2,49,26,58,54,8.7496
Paper Ream,Common,0,49,51,19,19,2.1396
Shoes,Common,0,19,35,15,15,1.166
Antique Lamp,Fragile,1,49,47,45,13,0.0
Safe Box,Heavy Load,2,46,52,28,68,10.0
Glass Vase,Fragile,1,48,51,58,5,0.0
Laboratory Beaker,Fragile,1,34,46,17,2,0.0
Cushions,Common,0,59,14,57,22,1.6503999999999999
Tools,Common,0,10,11,13,2,0.164
Monitor,Fragile,1,59,39,31,2,0.0
Antique Lamp,Fragile,1,20,40,13,3,0.0
Gym Weights,Heavy Load,2,12,52,54,62,8.9696
TV Screen,Fragile,1,32,10,13,1,0.0
Concrete Block,Heavy Load,2,51,23,31,45,8.1692
Gym Weights,Heavy Load,2,30,37,15,55,8.744
Shoes,Common,0,54,26,25,5,0.8615999999999999
Generator,Heavy Load,2,12,38,50,69,9.322399999999998
Plastic Toys,Common,0,44,55,15,24,2.408
Safe Box,Heavy Load,2,56,27,14,30,7.4048
Monitor,Fragile,1,47,19,29,9,0.0
Generator,Heavy Load,2,31,58,31,53,8.899199999999999
Ceramic Plates,Fragile,1,55,58,47,10,0.0
Books,Common,0,45,58,37,12,1.764
Cushions,Common,0,41,51,17,21,2.0964
Concrete Block,Heavy Load,2,21,16,34,72,9.4544
Mirror,Fragile,1,39,11,28,9,0.0
Laboratory Beaker,Fragile,1,25,35,14,14,0.0
Canned Food,Common,0,41,50,15,4,1.06
Plastic Toys,Common,0,22,38,33,3,0.5144
Safe Box,Heavy Load,2,32,48,22,35,7.7144
Mirror,Fragile,1,32,12,25,6,0.0
Laboratory Beaker,Fragile,1,20,23,37,7,0.0
Laboratory Beaker,Fragile,1,40,35,19,8,0.0
Cushions,Common,0,34,58,18,15,1.6887999999999999
Mirror,Fragile,1,51,28,23,10,0.0
Concrete Block,Heavy Load,2,41,43,46,61,9.3652
Shoes,Common,0,40,35,29,27,2.18
Generator,Heavy Load,2,52,13,35,65,9.1704
Anvil,Heavy Load,2,59,42,52,66,9.9512
TV Screen,Fragile,1,46,22,32,1,0.0
Monitor,Fragile,1,58,48,55,7,0.0
Monitor,Fragile,1,29,43,25,5,0.0
Anvil,Heavy Load,2,10,53,29,67,9.232
Car Engine,Heavy Load,2,40,57,19,65,9.812000000000001
Steel Beam,Heavy Load,2,35,12,31,75,9.668000000000001
Anvil,Heavy Load,2,59,43,14,40,8.4148
Concrete Block,Heavy Load,2,23,33,46,77,9.923599999999999
Shoes,Common,0,19,52,23,10,0.9952
Clothes,Common,0,26,54,48,17,1.5816
Plastic Toys,Common,0,23,53,40,2,0.6076
Tools,Common,0,34,29,16,19,1.5344000000000002
Cushions,Common,0,45,48,35,22,2.184
Paper Ream,Common,0,59,35,31,16,1.786
Books,Common,0,18,36,51,12,0.9792
Tools,Common,0,56,23,24,25,2.0152
Monitor,Fragile,1,12,45,47,10,0.0
Monitor,Fragile,1,31,37,17,6,0.0
Car Engine,Heavy Load,2,31,18,42,75,9.7232
Shoes,Common,0,56,33,46,5,1.0392
Concrete Block,Heavy Load,2,42,29,26,78,10.0
Ceramic Plates,Fragile,1,27,35,20,14,0.0
Laboratory Beaker,Fragile,1,58,29,17,8,0.0
Gym Weights,Heavy Load,2,23,16,56,75,9.647200000000002
TV Screen,Fragile,1,51,30,37,7,0.0
Safe Box,Heavy Load,2,26,31,50,65,9.2224
Laboratory Beaker,Fragile,1,30,26,15,10,0.0
Industrial Motor,Heavy Load,2,51,26,26,71,9.7904
Generator,Heavy Load,2,18,22,30,70,9.3584
Generator,Heavy Load,2,44,53,17,44,8.5728
Anvil,Heavy Load,2,19,32,16,64,9.0832
Canned Food,Common,0,33,54,12,29,2.4528
Safe Box,Heavy Load,2,11,19,13,75,9.5836
Industrial Motor,Heavy Load,2,23,37,27,32,7.2604
Books,Common,0,14,55,28,3,0.488
Books,Common,0,21,11,30,15,0.9924
Anvil,Heavy Load,2,26,23,15,45,7.9392
Generator,Heavy Load,2,38,22,19,56,8.6944
Ceramic Plates,Fragile,1,29,59,24,4,0.0
TV Screen,Fragile,1,37,11,54,12,0.0
Plastic Toys,Common,0,36,49,37,11,1.3656000000000001
Car Engine,Heavy Load,2,32,25,47,74,9.76
Books,Common,0,56,47,22,22,2.3728000000000002
Concrete Block,Heavy Load,2,13,50,47,61,8.92
Monitor,Fragile,1,39,18,45,11,0.0
Paper Ream,Common,0,39,40,41,9,1.1640000000000001
Clothes,Common,0,12,39,28,20,1.3872
Glass Vase,Fragile,1,38,55,37,4,0.0
Cushions,Common,0,33,40,53,14,1.3679999999999999
Paper Ream,Common,0,50,41,21,29,2.56
Industrial Motor,Heavy Load,2,52,21,27,34,7.4768
Monitor,Fragile,1,53,48,53,4,0.0
Mirror,Fragile,1,17,42,58,10,0.0
Car Engine,Heavy Load,2,17,46,54,39,7.652799999999999
Glass Vase,Fragile,1,57,37,50,6,0.0
Generator,Heavy Load,2,29,37,37,74,9.869200000000001
Antique Lamp,Fragile,1,16,10,32,5,0.0
Generator,Heavy Load,2,17,56,42,40,7.780799999999999
Antique Lamp,Fragile,1,46,14,17,7,0.0
Concrete Block,Heavy Load,2,27,17,38,42,7.7036
Mirror,Fragile,1,33,21,54,2,0.0
TV Screen,Fragile,1,31,17,47,5,0.0
Plastic Toys,Common,0,18,43,55,29,2.0496
Anvil,Heavy Load,2,28,22,42,62,8.966399999999998
Steel Beam,Heavy Load,2,28,57,18,30,7.4384
Plastic Toys,Common,0,53,48,29,15,1.9176000000000002
Safe Box,Heavy Load,2,57,46,21,36,8.2088
Steel Beam,Heavy Load,2,42,45,12,79,10.0
Shoes,Common,0,14,40,53,3,0.4039999999999999
Antique Lamp,Fragile,1,32,19,26,13,0.0
Monitor,Fragile,1,19,53,15,9,0.0
Canned Food,Common,0,44,45,48,8,1.272
Concrete Block,Heavy Load,2,59,19,41,74,9.8884
Antique Lamp,Fragile,1,54,17,19,8,0.0
Gym Weights,Heavy Load,2,45,58,32,64,9.884
Canned Food,Common,0,36,12,24,7,0.5928000000000001
Concrete Block,Heavy Load,2,55,15,37,52,8.45
Laboratory Beaker,Fragile,1,12,49,28,12,0.0
Anvil,Heavy Load,2,11,17,31,41,7.5348
Antique Lamp,Fragile,1,43,19,39,8,0.0
Ceramic Plates,Fragile,1,25,58,48,6,0.0
Ceramic Plates,Fragile,1,47,19,44,9,0.0
Ceramic Plates,Fragile,1,56,50,39,1,0.0
Clothes,Common,0,18,48,14,8,0.8256
Generator,Heavy Load,2,13,31,45,75,9.6612
Anvil,Heavy Load,2,13,50,46,40,7.659999999999999
Anvil,Heavy Load,2,11,13,37,36,7.2172
Clothes,Common,0,23,52,16,9,1.0184000000000002
Canned Food,Common,0,14,56,22,17,1.3336
TV Screen,Fragile,1,23,21,24,1,0.0
Wine Bottles,Fragile,1,27,26,10,3,0.0
Car Engine,Heavy Load,2,42,46,46,69,9.9128
Books,Common,0,22,38,58,4,0.5744
Books,Common,0,28,50,17,28,2.24
Canned Food,Common,0,22,40,40,10,0.952
Antique Lamp,Fragile,1,26,39,40,8,0.0
Concrete Block,Heavy Load,2,34,24,45,54,8.5664
Shoes,Common,0,30,16,40,27,1.8119999999999998
Ceramic Plates,Fragile,1,37,33,15,4,0.0
Steel Beam,Heavy Load,2,46,14,28,54,8.4976
Industrial Motor,Heavy Load,2,24,49,45,41,7.930400000000001
Generator,Heavy Load,2,18,48,43,37,7.565600000000001
Anvil,Heavy Load,2,33,50,38,63,9.440000000000001
Antique Lamp,Fragile,1,55,20,39,7,0.0
Tools,Common,0,54,31,40,12,1.3896
Generator,Heavy Load,2,28,14,56,39,7.4968
Cushions,Common,0,47,30,26,3,0.744
Industrial Motor,Heavy Load,2,30,27,15,78,10.0
Books,Common,0,13,58,40,6,0.6616
Ceramic Plates,Fragile,1,26,53,35,14,0.0
Mirror,Fragile,1,27,47,47,2,0.0
Canned Food,Common,0,58,57,49,6,1.6824000000000001
Glass Vase,Fragile,1,59,15,33,5,0.0
Anvil,Heavy Load,2,31,20,51,54,8.488
Generator,Heavy Load,2,33,59,59,48,8.6588
Generator,Heavy Load,2,21,11,41,44,7.7324
Ceramic Plates,Fragile,1,35,46,47,8,0.0
Generator,Heavy Load,2,52,50,40,62,9.76
Industrial Motor,Heavy Load,2,59,23,47,31,7.402799999999999
TV Screen,Fragile,1,19,37,45,11,0.0
Wine Bottles,Fragile,1,40,28,44,14,0.0
Anvil,Heavy Load,2,36,59,40,51,8.909600000000001
Shoes,Common,0,17,22,57,6,0.5096
TV Screen,Fragile,1,31,54,41,8,0.0
Glass Vase,Fragile,1,15,57,11,6,0.0
Antique Lamp,Fragile,1,51,42,52,7,0.0
Shoes,Common,0,38,46,36,28,2.3792
Steel Beam,Heavy Load,2,44,39,18,72,10.0
Steel Beam,Heavy Load,2,44,20,54,49,8.292
Cushions,Common,0,55,54,43,7,1.608
Steel Beam,Heavy Load,2,20,18,48,32,7.064
Industrial Motor,Heavy Load,2,19,23,14,42,7.694800000000001
Generator,Heavy Load,2,56,22,31,38,7.772800000000001
Antique Lamp,Fragile,1,18,48,35,6,0.0
Generator,Heavy Load,2,22,25,28,55,8.52
Paper Ream,Common,0,32,34,52,24,1.8752
Industrial Motor,Heavy Load,2,20,55,33,51,8.5
Glass Vase,Fragile,1,12,48,18,5,0.0
Ceramic Plates,Fragile,1,55,59,46,6,0.0
Ceramic Plates,Fragile,1,14,30,10,6,0.0
Tools,Common,0,12,22,42,27,1.7256
Tools,Common,0,13,28,25,3,0.3256
Anvil,Heavy Load,2,38,35,25,56,8.892
Clothes,Common,0,50,18,25,21,1.6199999999999999
Safe Box,Heavy Load,2,18,42,22,68,9.3824
Mirror,Fragile,1,14,37,43,12,0.0
Shoes,Common,0,48,40,22,3,0.9480000000000001
Clothes,Common,0,40,13,49,24,1.6479999999999997
Steel Beam,Heavy Load,2,56,47,29,40,8.4528
Antique Lamp,Fragile,1,19,53,44,14,0.0
Steel Beam,Heavy Load,2,43,33,33,77,10.0
Ceramic Plates,Fragile,1,36,43,46,8,0.0
Glass Vase,Fragile,1,44,16,33,12,0.0
Gym Weights,Heavy Load,2,24,38,48,71,9.6248
Car Engine,Heavy Load,2,44,36,16,60,9.2336
Clothes,Common,0,16,39,47,21,1.5096
Monitor,Fragile,1,12,13,46,10,0.0
Shoes,Common,0,24,48,57,15,1.3608
Antique Lamp,Fragile,1,19,38,27,8,0.0
Antique Lamp,Fragile,1,41,29,43,2,0.0
Plastic Toys,Common,0,21,38,28,22,1.6392
Monitor,Fragile,1,31,29,55,11,0.0
Cushions,Common,0,28,48,42,25,2.0376000000000003
Antique Lamp,Fragile,1,12,57,11,3,0.0
Shoes,Common,0,42,11,27,25,1.6847999999999999
Shoes,Common,0,29,56,29,24,2.0896
Generator,Heavy Load,2,35,45,29,32,7.55
Safe Box,Heavy Load,2,31,56,59,71,9.954400000000001
Gym Weights,Heavy Load,2,43,18,39,72,9.6296
Antique Lamp,Fragile,1,34,15,53,6,0.0
TV Screen,Fragile,1,54,39,26,14,0.0
Safe Box,Heavy Load,2,38,24,48,32,7.2848
Gym Weights,Heavy Load,2,29,49,46,37,7.7884
Car Engine,Heavy Load,2,20,37,10,50,8.296000000000001
Paper Ream,Common,0,36,20,53,15,1.1880000000000002
Tools,Common,0,55,18,54,8,0.876
Safe Box,Heavy Load,2,18,51,43,31,7.227199999999999
Canned Food,Common,0,24,45,41,19,1.572
Paper Ream,Common,0,31,42,29,21,1.7808
Laboratory Beaker,Fragile,1,18,36,39,11,0.0
Steel Beam,Heavy Load,2,46,27,23,37,7.716800000000001
Glass Vase,Fragile,1,42,22,42,5,0.0
Glass Vase,Fragile,1,39,31,52,6,0.0
Glass Vase,Fragile,1,40,44,45,5,0.0
Clothes,Common,0,11,30,35,21,1.392
Concrete Block,Heavy Load,2,20,30,48,65,9.14
TV Screen,Fragile,1,25,46,58,14,0.0
Cushions,Common,0,33,31,46,9,0.9492
Glass Vase,Fragile,1,33,30,57,9,0.0
Antique Lamp,Fragile,1,48,59,43,1,0.0
Books,Common,0,42,25,23,5,0.72
Mirror,Fragile,1,30,16,10,14,0.0
Paper Ream,Common,0,28,31,35,16,1.3072
Canned Food,Common,0,14,41,28,17,1.2495999999999998
Anvil,Heavy Load,2,12,38,31,48,8.0624
Shoes,Common,0,27,20,25,7,0.636
Antique Lamp,Fragile,1,22,59,36,3,0.0
Cushions,Common,0,15,25,56,25,1.65
Cushions,Common,0,42,19,50,9,0.8591999999999999
Plastic Toys,Common,0,36,11,35,26,1.7184000000000001
Generator,Heavy Load,2,30,13,11,57,8.575999999999999
Glass Vase,Fragile,1,35,55,42,1,0.0
Anvil,Heavy Load,2,27,44,55,57,8.895199999999999
Cushions,Common,0,59,18,37,14,1.2648
Anvil,Heavy Load,2,51,30,34,32,7.531999999999999
Mirror,Fragile,1,21,51,18,4,0.0
Plastic Toys,Common,0,12,52,33,7,0.6696000000000001
Clothes,Common,0,35,29,36,24,1.846
Cushions,Common,0,14,54,44,8,0.7824
Gym Weights,Heavy Load,2,29,31,37,70,9.5596
Tools,Common,0,22,27,32,12,0.9576
Ceramic Plates,Fragile,1,54,45,45,5,0.0
Books,Common,0,59,26,15,13,1.3936
Monitor,Fragile,1,36,52,24,5,0.0
Gym Weights,Heavy Load,2,39,48,26,35,7.8488
Ceramic Plates,Fragile,1,30,25,23,6,0.0
Monitor,Fragile,1,37,43,35,4,0.0
Tools,Common,0,15,48,11,19,1.4280000000000002
Laboratory Beaker,Fragile,1,22,23,45,13,0.0
Anvil,Heavy Load,2,41,13,38,60,8.8132
Cushions,Common,0,38,52,13,7,1.2104000000000001
Generator,Heavy Load,2,29,53,36,62,9.3348
Clothes,Common,0,27,34,26,25,1.8672
Paper Ream,Common,0,24,21,24,11,0.8615999999999999
Concrete Block,Heavy Load,2,46,43,17,73,10.0
Generator,Heavy Load,2,26,19,59,53,8.3776
Anvil,Heavy Load,2,25,50,46,59,9.040000000000001
Wine Bottles,Fragile,1,43,20,14,6,0.0
Steel Beam,Heavy Load,2,33,21,45,33,7.2572
Cushions,Common,0,42,23,52,23,1.7663999999999997
Antique Lamp,Fragile,1,40,38,46,12,0.0
Paper Ream,Common,0,10,16,15,6,0.42400000000000004
Books,Common,0,46,23,48,22,1.7431999999999999
Generator,Heavy Load,2,23,41,48,53,8.5572
Generator,Heavy Load,2,10,15,46,32,6.9799999999999995
Concrete Block,Heavy Load,2,21,58,39,65,9.3872
Wine Bottles,Fragile,1,12,21,25,9,0.0
TV Screen,Fragile,1,40,58,56,5,0.0
Canned Food,Common,0,37,24,12,3,0.5352
Steel Beam,Heavy Load,2,52,18,48,64,9.214400000000001
Car Engine,Heavy Load,2,53,39,39,59,9.366800000000001
Monitor,Fragile,1,12,10,25,1,0.0
Monitor,Fragile,1,21,10,13,14,0.0
Laboratory Beaker,Fragile,1,54,41,11,11,0.0
Paper Ream,Common,0,30,43,25,8,0.9960000000000001
Gym Weights,Heavy Load,2,46,17,39,77,9.9328
Generator,Heavy Load,2,34,29,42,79,10.0
Laboratory Beaker,Fragile,1,22,31,29,9,0.0
Monitor,Fragile,1,33,57,43,2,0.0
Ceramic Plates,Fragile,1,14,39,51,1,0.0
Steel Beam,Heavy Load,2,14,34,47,77,9.8104
Generator,Heavy Load,2,15,51,25,47,8.126
Industrial Motor,Heavy Load,2,43,50,53,71,10.0
Mirror,Fragile,1,43,38,45,6,0.0
Antique Lamp,Fragile,1,26,58,54,9,0.0
Tools,Common,0,20,30,32,21,1.5
Anvil,Heavy Load,2,48,24,29,38,7.7408
Wine Bottles,Fragile,1,13,43,59,3,0.0
Clothes,Common,0,29,43,24,28,2.1788
Concrete Block,Heavy Load,2,11,18,47,66,9.0392
Generator,Heavy Load,2,17,19,36,56,8.4892
Gym Weights,Heavy Load,2,35,57,20,34,7.837999999999999
Safe Box,Heavy Load,2,25,43,52,51,8.49
Car Engine,Heavy Load,2,13,23,33,53,8.2996
Gym Weights,Heavy Load,2,44,39,20,67,9.706399999999999
Steel Beam,Heavy Load,2,36,44,46,35,7.7336
TV Screen,Fragile,1,25,41,21,2,0.0
Plastic Toys,Common,0,35,40,39,16,1.52
Generator,Heavy Load,2,45,23,23,79,10.0
Cushions,Common,0,33,32,19,11,1.0824
Laboratory Beaker,Fragile,1,25,41,19,5,0.0
Cushions,Common,0,10,51,42,9,0.744
Monitor,Fragile,1,15,49,59,3,0.0
Safe Box,Heavy Load,2,58,10,57,70,9.431999999999999
Wine Bottles,Fragile,1,38,20,20,7,0.0
Steel Beam,Heavy Load,2,49,58,18,31,7.9968
Monitor,Fragile,1,54,36,34,4,0.0
Industrial Motor,Heavy Load,2,19,25,29,77,9.809999999999999
Antique Lamp,Fragile,1,21,31,48,13,0.0
Generator,Heavy Load,2,49,51,12,45,8.6996
Generator,Heavy Load,2,43,52,22,74,10.0
Ceramic Plates,Fragile,1,56,36,42,4,0.0
Steel Beam,Heavy Load,2,40,43,23,33,7.668000000000001
Clothes,Common,0,57,42,32,16,1.9176000000000002
Wine Bottles,Fragile,1,20,20,28,1,0.0
Tools,Common,0,14,31,56,27,1.7936
Mirror,Fragile,1,51,35,58,10,0.0
Paper Ream,Common,0,21,18,56,15,1.0512000000000001
Books,Common,0,54,33,45,11,1.3728
Glass Vase,Fragile,1,38,31,12,2,0.0
Industrial Motor,Heavy Load,2,14,30,18,57,8.588
TV Screen,Fragile,1,41,18,25,13,0.0
Cushions,Common,0,37,28,29,7,0.8344000000000001
Tools,Common,0,35,54,58,26,2.316
Generator,Heavy Load,2,28,39,20,76,9.9968
Paper Ream,Common,0,19,40,19,16,1.264
Steel Beam,Heavy Load,2,40,34,35,56,8.904
Concrete Block,Heavy Load,2,46,44,16,77,10.0
Antique Lamp,Fragile,1,24,18,18,5,0.0
Monitor,Fragile,1,44,52,57,12,0.0
Plastic Toys,Common,0,24,50,31,6,0.8400000000000001
Safe Box,Heavy Load,2,55,38,53,68,9.916
Anvil,Heavy Load,2,16,49,36,67,9.3336
TV Screen,Fragile,1,17,50,47,1,0.0
Generator,Heavy Load,2,25,38,53,46,8.14
Antique Lamp,Fragile,1,31,46,21,9,0.0
Concrete Block,Heavy Load,2,27,53,12,79,10.0
Concrete Block,Heavy Load,2,47,35,42,30,7.458
Steel Beam,Heavy Load,2,46,27,55,65,9.3968
Gym Weights,Heavy Load,2,40,53,15,74,10.0
Antique Lamp,Fragile,1,41,46,19,5,0.0
Glass Vase,Fragile,1,21,45,11,2,0.0
Industrial Motor,Heavy Load,2,48,15,24,36,7.447999999999999
Antique Lamp,Fragile,1,45,31,10,8,0.0
Gym Weights,Heavy Load,2,17,22,21,71,9.409600000000001
Glass Vase,Fragile,1,14,12,38,8,0.0
Car Engine,Heavy Load,2,18,12,31,56,8.4464
Mirror,Fragile,1,49,44,16,5,0.0
Car Engine,Heavy Load,2,41,34,43,49,8.4976
Books,Common,0,30,10,35,28,1.8
Mirror,Fragile,1,40,59,24,8,0.0
Clothes,Common,0,38,51,28,21,2.0352
Books,Common,0,30,24,38,6,0.648
Monitor,Fragile,1,24,33,12,6,0.0
Wine Bottles,Fragile,1,31,51,37,10,0.0
Shoes,Common,0,50,36,19,3,0.9
Antique Lamp,Fragile,1,26,50,54,7,0.0
Books,Common,0,57,51,13,23,2.5427999999999997
Ceramic Plates,Fragile,1,17,34,24,9,0.0
Industrial Motor,Heavy Load,2,44,40,28,53,8.884
Industrial Motor,Heavy Load,2,24,30,46,41,7.747999999999999
Car Engine,Heavy Load,2,50,11,11,67,9.24
Laboratory Beaker,Fragile,1,17,57,29,10,0.0
Shoes,Common,0,50,42,48,26,2.4
Monitor,Fragile,1,28,43,11,10,0.0
Concrete Block,Heavy Load,2,39,21,47,52,8.4476
Glass Vase,Fragile,1,57,24,30,12,0.0
Books,Common,0,27,20,23,20,1.416
TV Screen,Fragile,1,59,42,31,9,0.0
Books,Common,0,28,42,52,28,2.1504000000000003
Paper Ream,Common,0,10,37,19,12,0.868
Industrial Motor,Heavy Load,2,51,49,40,40,8.399600000000001
Plastic Toys,Common,0,17,57,54,9,0.9276
Tools,Common,0,14,21,24,3,0.2976
TV Screen,Fragile,1,27,48,56,11,0.0
Car Engine,Heavy Load,2,34,46,40,61,9.285599999999999
Car Engine,Heavy Load,2,23,19,36,41,7.6348
Antique Lamp,Fragile,1,47,43,17,14,0.0
Gym Weights,Heavy Load,2,44,51,14,41,8.3576
Steel Beam,Heavy Load,2,30,53,26,45,8.336
Safe Box,Heavy Load,2,24,45,44,53,8.612
TV Screen,Fragile,1,15,10,56,6,0.0
Shoes,Common,0,46,46,16,11,1.5064
Generator,Heavy Load,2,42,33,55,69,9.6944
TV Screen,Fragile,1,24,24,30,7,0.0
Wine Bottles,Fragile,1,13,56,53,12,0.0
Canned Food,Common,0,30,28,28,2,0.45600000000000007
Shoes,Common,0,56,17,32,12,1.1008
Canned Food,Common,0,26,25,47,29,2.0
Laboratory Beaker,Fragile,1,21,36,40,11,0.0
Antique Lamp,Fragile,1,28,45,11,4,0.0
Shoes,Common,0,16,35,48,12,0.944
Wine Bottles,Fragile,1,58,18,56,1,0.0
Laboratory Beaker,Fragile,1,20,46,34,7,0.0
Industrial Motor,Heavy Load,2,37,57,54,61,9.5036
Anvil,Heavy Load,2,49,40,19,34,7.824
Monitor,Fragile,1,15,55,46,2,0.0
Mirror,Fragile,1,25,36,27,6,0.0
Laboratory Beaker,Fragile,1,24,20,22,11,0.0
Wine Bottles,Fragile,1,28,13,14,5,0.0
Tools,Common,0,47,51,30,7,1.3788
Car Engine,Heavy Load,2,28,37,56,31,7.2744
Tools,Common,0,50,44,36,14,1.7200000000000002
Anvil,Heavy Load,2,14,54,55,67,9.322399999999998
Cushions,Common,0,56,47,16,7,1.4728
TV Screen,Fragile,1,12,55,55,12,0.0
Ceramic Plates,Fragile,1,17,18,12,4,0.0
Tools,Common,0,11,41,37,26,1.7404
Books,Common,0,22,11,18,28,1.7768000000000002
Gym Weights,Heavy Load,2,44,43,22,73,10.0
Wine Bottles,Fragile,1,59,21,37,2,0.0
Cushions,Common,0,31,56,15,13,1.4744
Clothes,Common,0,41,37,12,2,0.7268000000000001
Glass Vase,Fragile,1,22,38,46,1,0.0
Generator,Heavy Load,2,10,55,10,36,7.38
Generator,Heavy Load,2,11,27,33,68,9.1988
Antique Lamp,Fragile,1,59,45,10,2,0.0
Glass Vase,Fragile,1,42,38,45,10,0.0
Paper Ream,Common,0,30,26,19,13,1.092
Paper Ream,Common,0,29,48,40,24,1.9968
Canned Food,Common,0,33,14,48,16,1.1448
Concrete Block,Heavy Load,2,31,21,36,76,9.820400000000001
Clothes,Common,0,45,59,12,4,1.302
Antique Lamp,Fragile,1,36,22,20,12,0.0
TV Screen,Fragile,1,18,51,23,11,0.0
Mirror,Fragile,1,13,19,52,2,0.0
Gym Weights,Heavy Load,2,47,31,51,46,8.3428
Glass Vase,Fragile,1,37,16,43,3,0.0
